Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons,Error
Clueless,1995,PG-13,19 Jul 1995,97 min,"Comedy, Romance",Amy Heckerling,Amy Heckerling,"Alicia Silverstone, Stacey Dash, Brittany Murphy","Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other.","English, Spanish",United States,6 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BMzBmOGQ0NWItOTZjZC00ZDAxLTgyOTEtODJiYWQ2YWNiYWVjXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.9,"250,984",tt0112697,movie,N/A,"$56,631,572",N/A,N/A,True,,
"Cry, the Beloved Country",1995,PG-13,15 Dec 1995,106 min,"Drama, Thriller",Darrell Roodt,"Ronald Harwood, Alan Paton","Richard Harris, James Earl Jones, Vusi Kunene","A South African preacher goes to search for his wayward son, who has committed a crime in the big city.",English,"South Africa, United States",1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BZjQ1M2Y2ZTgtN2U3OS00YTUxLTgwZmUtNjk1YTdjYTdmYWQzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,6.8,"2,061",tt0112749,movie,N/A,"$670,727",N/A,N/A,True,,
Richard III,1995,R,29 Dec 1995,110 min,"Drama, Sci-Fi, War",Richard Loncraine,"Ian McKellen, Richard Loncraine, Richard Eyre","Ian McKellen, Annette Bening, Christopher Bowen",The classic Shakespearean play about the murderously scheming 15th-century king is reimagined in an alternative setting of 1930s England as clouds of fascism gather.,English,"United Kingdom, United States",Nominated for 2 Oscars. 7 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BOWI3NjhhZDItNWQ2NS00Zjg0LWIzMjctNzY0MjRmNzkyYzVmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.3,"15,707",tt0114279,movie,N/A,"$2,684,904",N/A,N/A,True,,
Dead Presidents,1995,R,06 Oct 1995,119 min,"Action, Crime, Drama","Albert Hughes, Allen Hughes","Allen Hughes, Albert Hughes, Michael Henry Brown","Larenz Tate, Keith David, Chris Tucker","A Vietnam vet adjusts to life after the war while trying to support his family, but the chance of a better life may involve crime and bloodshed.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BNjdhZWEzMzEtMjNhZS00OThhLWFiZWUtM2EwMWU5MWE0MDA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}]",N/A,6.9,"24,938",tt0112819,movie,N/A,"$24,147,179",N/A,N/A,True,,
Restoration,1995,R,02 Feb 1996,117 min,"Biography, Drama, History",Michael Hoffman,"Rose Tremain, Rupert Walters","Robert Downey Jr., Sam Neill, David Thewlis","The exiled royal doctor to King Charles II devotes himself to helping Londoners suffering from the plague, and in the process falls in love with an equally poor woman.","English, Latin","United States, United Kingdom",Won 2 Oscars. 2 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BZmQwODk5ZGItMDk5OS00MjU4LTgyYmUtYTBiMTFhYWM5MDY4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.6,"9,983",tt0114272,movie,N/A,"$4,005,941",N/A,N/A,True,,
Mortal Kombat,2021,R,23 Apr 2021,110 min,"Action, Adventure, Fantasy",Simon McQuoid,"Greg Russo, Dave Callaham, Oren Uziel","Lewis Tan, Jessica McNamee, Josh Lawson",MMA fighter Cole Young seeks out Earth's greatest champions in order to stand against the enemies of Outworld in a high stakes battle for the universe.,"English, Japanese, Chinese",United States,4 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BY2ZlNWIxODMtN2YwZi00ZjNmLWIyN2UtZTFkYmZkNDQyNTAyXkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.0,"192,758",tt0293429,movie,N/A,"$42,326,031",N/A,N/A,True,,
To Die For,1995,R,06 Oct 1995,106 min,"Comedy, Crime, Drama",Gus Van Sant,"Joyce Maynard, Buck Henry","Nicole Kidman, Matt Dillon, Joaquin Phoenix",A beautiful but naïve aspiring television personality films a documentary on teenagers with a darker ulterior motive.,English,"United States, United Kingdom, Canada",Nominated for 1 BAFTA Award7 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BOGQ2ZjIyMGItZDMzZi00ZThkLTlkM2MtNDRhMTNiNWFlMzVlXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,6.8,"54,280",tt0114681,movie,N/A,"$21,284,514",N/A,N/A,True,,
How to Make an American Quilt,1995,PG-13,06 Oct 1995,117 min,"Comedy, Drama, Romance",Jocelyn Moorhouse,"Whitney Otto, Jane Anderson","Winona Ryder, Ellen Burstyn, Anne Bancroft",Bride-to-be Finn Dodd hears tales of romance and sorrow from her elders as they construct a quilt.,English,United States,4 nominations,https://m.media-amazon.com/images/M/MV5BNGYwZmZkYWItNjdmMi00MjI2LThmOGYtMmI1NTQ0OWQ1YWIxXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}]",N/A,6.3,"12,609",tt0113347,movie,N/A,"$23,600,020",N/A,N/A,True,,
Se7en,1995,R,22 Sep 1995,127 min,"Crime, Drama, Mystery",David Fincher,Andrew Kevin Walker,"Morgan Freeman, Brad Pitt, Kevin Spacey","Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",English,United States,Nominated for 1 Oscar. 29 wins & 44 nominations total,https://m.media-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,8.6,"1,833,511",tt0114369,movie,N/A,"$100,125,643",N/A,N/A,True,,
Pocahontas,1995,G,23 Jun 1995,81 min,"Animation, Adventure, Drama","Mike Gabriel, Eric Goldberg","Carl Binder, Susannah Grant, Philip LaZebnik","Mel Gibson, Linda Hunt, Christian Bale",An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.,"English, Algonquin","United States, Japan",Won 2 Oscars. 16 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMzc4YzhiN2ItY2Y4NC00YTA0LWEyMjEtNzllNTcxZDdjODhiXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.7,"205,271",tt0114148,movie,N/A,"$141,579,773",N/A,N/A,True,,
When Night Is Falling,1995,Unrated,17 Nov 1995,94 min,"Drama, Romance",Patricia Rozema,Patricia Rozema,"Pascale Bussières, Rachael Crawford, Henry Czerny","An uptight and conservative woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman who works at a local carnival that comes to town.",English,Canada,5 nominations,https://m.media-amazon.com/images/M/MV5BNGUxMDM1ODEtZjhjZi00NjVjLWEwNmUtNmZmOTQ1MzQxNmQ3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}]",N/A,6.5,"7,490",tt0114916,movie,N/A,"$919,671",N/A,N/A,True,,
The Usual Suspects,1995,R,16 Aug 1995,106 min,"Crime, Drama, Mystery",Bryan Singer,Christopher McQuarrie,"Kevin Spacey, Gabriel Byrne, Chazz Palminteri",The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.,"English, Hungarian, Spanish, French","Germany, United States",Won 2 Oscars. 37 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,8.5,"1,157,311",tt0114814,movie,N/A,"$23,341,568",N/A,N/A,True,,
Guardian Angel,1994,R,22 Nov 1994,97 min,"Action, Drama, Thriller",Richard W. Munchkin,Joe Hart,"Cynthia Rothrock, Daniel McVicar, Lydie Denier, Marshall R. Teague","A wealthy playboy hires an attractive woman detective, turned bodyguard, to protect him from a psychotic seductress; the same woman who killed the detective's lover just months before.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTk5Mjg4MTU0OV5BMl5BanBnXkFtZTgwNzExNTAwNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",N/A,5.0,356,tt0109950,movie,N/A,"$252,009",N/A,N/A,True,,
Mighty Aphrodite,1995,R,10 Nov 1995,95 min,"Comedy, Fantasy, Romance",Woody Allen,Woody Allen,"Woody Allen, Mira Sorvino, Pamela Blair","When he discovers his adopted son is a genius, a New York sportswriter seeks out the boy's birth mother: a ditzy porn star and prostitute.","English, Latin",United States,Won 1 Oscar. 12 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BMTZmNjJmODktMTI1Ni00OWU5LWI0YTctNjc0MzVkNDE3M2Y0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,7.0,"43,172",tt0113819,movie,N/A,"$6,468,498",N/A,N/A,True,,
The Big Green,1995,PG,29 Sep 1995,100 min,"Comedy, Family, Sport",Holly Goldberg Sloan,Holly Goldberg Sloan,"Steve Guttenberg, Olivia d'Abo, Jay O. Sanders","A teacher on exchange from England is placed in an underachieving Texas school, where she coaches the students in soccer, improving their self-esteem and leading to unexpected success.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNzk0YTczMGQtNjc3Yi00ZmY4LTljYTctMTRkNjlmNDBkYmEwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",N/A,5.5,"11,149",tt0112499,movie,N/A,"$17,736,619",N/A,N/A,True,,
Georgia,1995,R,08 Dec 1995,115 min,"Drama, Music",Ulu Grosbard,Barbara Turner,"Jennifer Jason Leigh, Mare Winningham, Ted Levine",Sadie is desperately looking up to her older sister Georgia who is a famous C&amp;W artist. Her desperate need to be accepted by her sister is constantly complicated by her drug and alcohol problems.,"English, Hebrew","France, United States",Nominated for 1 Oscar. 4 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BZWJiNjMwYzMtZWU5Yi00NGI0LTg5NGYtZDY4MWRiYjEwYTYzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,6.5,"3,370",tt0113158,movie,N/A,"$1,110,104",N/A,N/A,True,,
Kids of the Round Table,1995,Unrated,15 Dec 1995,89 min,"Adventure, Comedy, Family",Robert Tinnell,"David Sherman, Robert Tinnell","Johnny Morina, Maggie Castle, Christopher Olscamp","Eleven-year-old Alex and his fellow homemade heroes are having a backyard blast. Battles rage, knights fight and damsels distress in a cardboard Camelot of dirt-bike steeds, aluminum foil sabres and plastic armor. The summer fun a...",English,"United States, Canada",2 nominations,https://m.media-amazon.com/images/M/MV5BMTEwMTM0MzI3OTheQTJeQWpwZ15BbWU3MDQzNTQ2MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,358,tt0113541,movie,N/A,N/A,N/A,N/A,True,,
Home for the Holidays,1995,PG-13,03 Nov 1995,103 min,"Comedy, Drama, Romance",Jodie Foster,"Chris Radant, W.D. Richter","Holly Hunter, Anne Bancroft, Robert Downey Jr.","After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her family.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMjVlYTQ4NjgtZWQxMS00ZmQ0LTg4M2QtOGE0ZmJiNDhkMzI4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.6,"14,656",tt0113321,movie,N/A,"$17,519,169",N/A,N/A,True,,
The Indian in the Cupboard,1995,PG,14 Jul 1995,96 min,"Drama, Family, Fantasy",Frank Oz,"Lynne Reid Banks, Melissa Mathison","Hal Scardino, Litefoot, Lindsay Crouse","Omri, a young boy growing up in Brooklyn, receives an odd variety of presents for his birthday: a wooden cupboard from his older brother, a set of antique keys from his mother, and a plastic Indian from his best friend, Patrick.",English,United States,1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BZWZlYmZiZGMtN2YyZC00MTdjLTllNjUtYWNhZDMwNDhhOTM1XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.0,"31,362",tt0113419,movie,N/A,"$35,656,131",N/A,N/A,True,,
Eye for an Eye,1996,R,12 Jan 1996,101 min,"Crime, Drama, Thriller",John Schlesinger,"Erika Holzer, Amanda Silver, Rick Jaffa","Sally Field, Kiefer Sutherland, Ed Harris","When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice.","English, French, Spanish, Korean",United States,N/A,https://m.media-amazon.com/images/M/MV5BMDM4Mzc5ZjAtM2JjMi00NzU1LWEzM2MtNDQzNWI5MmRkM2I1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25,6.2,"19,130",tt0116260,movie,N/A,"$26,877,589",N/A,N/A,True,,
Mr. Holland's Opus,1995,PG,19 Jan 1996,144 min,"Drama, Music",Stephen Herek,Patrick Sheane Duncan,"Richard Dreyfuss, Glenne Headly, Jay Thomas",A frustrated composer finds fulfillment as a high school music teacher.,"English, American Sign ",United States,Nominated for 1 Oscar. 5 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BZDZhNDRlZjAtYzdhNy00ZjU1LWFlMDYtNjA5NjliM2Y5ZmVjL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,7.3,"42,030",tt0113862,movie,N/A,"$82,569,971",N/A,N/A,True,,
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,R,12 Jan 1996,89 min,"Comedy, Crime",Paris Barclay,"Shawn Wayans, Marlon Wayans, Phil Beauman","Shawn Wayans, Marlon Wayans, Keenen Ivory Wayans","A parody of several U.S. films about being in the 'Hood', for instance Boyz n the Hood (1991), South Central (1992), Menace II Society (1993), Higher Learning (1995) and Juice (1992).","English, Spanish",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BY2NmM2M2MWItNjdlMC00ZWI3LTkwODUtZDNkYWZjYjgzZjY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.5,"62,363",tt0116126,movie,N/A,"$20,109,115",N/A,N/A,True,,
Two If by Sea,1996,R,12 Jan 1996,96 min,"Comedy, Crime, Romance",Bill Bennett,"Denis Leary, Mike Armstrong, Ann Leary","Sandra Bullock, Denis Leary, Stephen Dillane","A couple steals a Matisse painting on contract, and manage to evade the police. The sale takes place four days later on an island, but things don't go as planned.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYzVmNWJlYzItOTkyMC00YzlhLTkzMjUtMmFjMmVmMGNhNmQxXkEyXkFqcGdeQXVyNjcyNjA3Mjk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,5.3,"6,280",tt0118002,movie,N/A,"$10,658,278",N/A,N/A,True,,
Bio-Dome,1996,PG-13,12 Jan 1996,88 min,Comedy,Jason Bloom,"Adam Leff, Mitchell Peck, Jason Blumenthal","Pauly Shore, Stephen Baldwin, William Atherton","Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.",English,United States,3 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BYzY0ZjI0NTUtNDE4Yi00OGU2LWExZDMtNTY1MTM3ZWE3MzEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '1/100'}]",1,4.4,"30,150",tt0115683,movie,N/A,"$13,427,615",N/A,N/A,True,,
Lawnmower Man 2: Beyond Cyberspace,1995,PG-13,12 Jan 1996,93 min,"Action, Sci-Fi, Thriller",Farhad Mann,"Farhad Mann, Michael Miner","Patrick Bergin, Matt Frewer, Austin O'Brien","They thought they had destroyed him, but the simple gardener-turned-superkiller has found a way to reboot himself in Lawnmower Man 2: Beyond Cyberspace.",English,"United States, Japan, United Kingdom",1 nomination,https://m.media-amazon.com/images/M/MV5BZGI0ZDZhOGUtZDZiOS00NWE2LThjNzQtYzI3ZGFjODUwZjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,2.6,"10,392",tt0116839,movie,N/A,"$2,409,225",N/A,N/A,True,,
Two Bits,1995,PG-13,22 Nov 1995,85 min,"Comedy, Drama",James Foley,Joseph Stefano,"Al Pacino, Mary Elizabeth Mastrantonio, Jerry Barone","Gennaro lives with his ailing grandpa, who sits outside holding tight to his last quarter. But grandpa's not ready to die, he has some unfinished business with a woman from his past and he enlists Gennaro to act as his emissary.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BOGE1NmM0MjYtZmJjYS00ODI5LWI0MjgtOGM2MTY3ZmIyNDZkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}]",N/A,6.1,"3,593",tt0114753,movie,N/A,"$26,282",N/A,N/A,True,,
Friday,1995,R,26 Apr 1995,91 min,"Comedy, Drama",F. Gary Gray,"Ice Cube, DJ Pooh","Ice Cube, Chris Tucker, Nia Long","It's Friday, and Craig and Smokey must come up with $200 they owe a local bully or there won't be a Saturday.",English,United States,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BYmEwNjNlZTUtNzkwMS00ZTlhLTkyY2MtMjM2MzlmODQyZGVhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,7.2,"126,347",tt0113118,movie,10 Sep 2002,"$27,467,564",Zebra,N/A,True,,
From Dusk Till Dawn,1996,R,19 Jan 1996,108 min,"Action, Crime, Horror",Robert Rodriguez,"Robert Kurtzman, Quentin Tarantino","Harvey Keitel, George Clooney, Juliette Lewis","Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.","English, Spanish","United States, Mexico",7 wins & 13 nominations,https://m.media-amazon.com/images/M/MV5BZjk3YmZhMDAtOWUzMS00YjE5LTkxNzAtY2I1NGZjMDA2ZTk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,7.2,"344,658",tt0116367,movie,N/A,"$25,836,616",N/A,N/A,True,,
Fair Game,2010,PG-13,03 Dec 2010,108 min,"Biography, Drama, Thriller",Doug Liman,"Jez Butterworth, John-Henry Butterworth, Joseph Wilson","Naomi Watts, Sean Penn, Sonya Davison",CIA operative Valerie Plame discovers her identity is allegedly leaked by the government as payback for an op-ed article her husband wrote criticizing the Bush administration.,"English, Arabic, French","United States, United Arab Emirates",4 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMjIyOTg1NzU0Ml5BMl5BanBnXkFtZTcwMjA2OTY5Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.8,"51,328",tt0977855,movie,N/A,"$9,540,691",N/A,N/A,True,,
